 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.56509407e-03 5.56509407e-03 5.56014084e-03 5.55023251e-03 5.53536537e-03 5.51553394e-03 5.49073112e-03 5.46094833e-03 5.42617575e-03 5.38640252e-03 5.34161705e-03 5.29180738e-03 5.23696152e-03 5.17706786e-03 5.11211569e-03 5.04209563e-03 4.96700024e-03 4.88682458e-03 4.80156684e-03 4.71122900e-03 4.61581754e-03 4.51534416e-03 4.40982657e-03 4.29928921e-03 4.18376410e-03 4.06329161e-03 3.93792125e-03 3.80771250e-03 3.67273554e-03 3.53307198e-03 3.38881560e-03 3.24007292e-03 3.08696381e-03 2.92962196e-03 2.76819524e-03 2.60284600e-03 2.43375118e-03 2.26110236e-03 2.08510562e-03 1.90598126e-03 1.72396334e-03 1.53929911e-03 1.35224824e-03 1.16308191e-03 9.72081750e-04 7.79538629e-04 5.85751330e-04 3.91025108e-04 1.95670156e-04 0.00000000e+00 1.97494482e-04 3.94675909e-04 5.91232909e-04 7.86857444e-04 9.81246426e-04 1.17410325e-03 1.36513923e-03 1.55407495e-03 1.74064144e-03 1.92458130e-03 2.10564952e-03 2.28361434e-03 2.45825779e-03 2.62937615e-03 2.79678022e-03 2.96029547e-03 3.11976202e-03 3.27503450e-03 3.42598175e-03 3.57248651e-03 3.71444486e-03 3.85176572e-03 3.98437019e-03 4.11219085e-03 4.23517107e-03 4.35326419e-03 4.46643276e-03 4.57464776e-03 4.67788773e-03 4.77613806e-03 4.86939015e-03 4.95764067e-03 5.04089083e-03 5.11914569e-03 5.19241344e-03 5.26070482e-03 5.32403249e-03 5.38241049e-03 5.43585374e-03 5.48437753e-03 5.52799710e-03 5.56672727e-03 5.60058209e-03 5.62957450e-03 5.65371609e-03 5.67301686e-03 5.68748504e-03 5.69712693e-03 5.70194680e-03 5.70194680e-03
 1.11351414e-02 1.11351414e-02 1.11252368e-02 1.11054238e-02 1.10756950e-02 1.10360393e-02 1.09864422e-02 1.09268865e-02 1.08573521e-02 1.07778173e-02 1.06882583e-02 1.05886510e-02 1.04789708e-02 1.03591942e-02 1.02292993e-02 1.00892666e-02 9.93908076e-03 9.77873125e-03 9.60821378e-03 9.42753162e-03 9.23669698e-03 9.03573254e-03 8.82467290e-03 8.60356617e-03 8.37247559e-03 8.13148108e-03 7.88068090e-03 7.62019322e-03 7.35015767e-03 7.07073679e-03 6.78211749e-03 6.48451226e-03 6.17816037e-03 5.86332879e-03 5.54031302e-03 5.20943757e-03 4.87105635e-03 4.52555264e-03 4.17333888e-03 3.81485608e-03 3.45057299e-03 3.08098485e-03 2.70661193e-03 2.32799765e-03 1.94570646e-03 1.56032144e-03 1.17244158e-03 7.82678946e-04 3.91655517e-04 0.00000000e+00 3.95302019e-04 7.89976247e-04 1.18339828e-03 1.57495044e-03 1.96402501e-03 2.35002734e-03 2.73237872e-03 3.11051911e-03 3.48390954e-03 3.85203422e-03 4.21440244e-03 4.57055005e-03 4.92004068e-03 5.26246659e-03 5.59744926e-03 5.92463964e-03 6.24371812e-03 6.55439421e-03 6.85640601e-03 7.14951943e-03 7.43352722e-03 7.70824784e-03 7.97352417e-03 8.22922215e-03 8.47522923e-03 8.71145292e-03 8.93781911e-03 9.15427053e-03 9.36076510e-03 9.55727436e-03 9.74378186e-03 9.92028169e-03 1.00867770e-02 1.02432785e-02 1.03898033e-02 1.05263733e-02 1.06530146e-02 1.07697557e-02 1.08766269e-02 1.09736593e-02 1.10608836e-02 1.11383299e-02 1.12060266e-02 1.12639998e-02 1.13122730e-02 1.13508663e-02 1.13797964e-02 1.13990759e-02 1.14087135e-02 1.14087135e-02
 1.67150932e-02 1.67150932e-02 1.67002411e-02 1.66705311e-02 1.66259516e-02 1.65664859e-02 1.64921119e-02 1.64028032e-02 1.62985291e-02 1.61792561e-02 1.60449480e-02 1.58955673e-02 1.57310766e-02 1.55514390e-02 1.53566205e-02 1.51465907e-02 1.49213249e-02 1.46808059e-02 1.44250254e-02 1.41539867e-02 1.38677062e-02 1.35662161e-02 1.32495663e-02 1.29178270e-02 1.25710910e-02 1.22094762e-02 1.18331280e-02 1.14422218e-02 1.10369651e-02 1.06176000e-02 1.01844053e-02 9.73769827e-03 9.27783661e-03 8.80521983e-03 8.32029046e-03 7.82353492e-03 7.31548400e-03 6.79671297e-03 6.26784116e-03 5.72953120e-03 5.18248768e-03 4.62745539e-03 4.06521699e-03 3.49659030e-03 2.92242501e-03 2.34359907e-03 1.76101462e-03 1.17559358e-03 5.88272965e-04 0.00000000e+00 5.93737347e-04 1.18652878e-03 1.77743353e-03 2.36552103e-03 2.94987585e-03 3.52960237e-03 4.10382920e-03 4.67171325e-03 5.23244337e-03 5.78524360e-03 6.32937597e-03 6.86414276e-03 7.38888828e-03 7.90300026e-03 8.40591058e-03 8.89709571e-03 9.37607660e-03 9.84241821e-03 1.02957286e-02 1.07356580e-02 1.11618968e-02 1.15741742e-02 1.19722565e-02 1.23559443e-02 1.27250708e-02 1.30794991e-02 1.34191202e-02 1.37438502e-02 1.40536278e-02 1.43484124e-02 1.46281812e-02 1.48929273e-02 1.51426569e-02 1.53773880e-02 1.55971477e-02 1.58019707e-02 1.59918970e-02 1.61669709e-02 1.63272390e-02 1.64727490e-02 1.66035481e-02 1.67196822e-02 1.68211946e-02 1.69081252e-02 1.69805098e-02 1.70383790e-02 1.70817582e-02 1.71106668e-02 1.71251178e-02 1.71251178e-02
 2.23098972e-02 2.23098972e-02 2.22901033e-02 2.22505077e-02 2.21910945e-02 2.21118408e-02 2.20127165e-02 2.18936852e-02 2.17547051e-02 2.15957300e-02 2.14167101e-02 2.12175939e-02 2.09983291e-02 2.07588648e-02 2.04991530e-02 2.02191508e-02 1.99188224e-02 1.95981419e-02 1.92570953e-02 1.88956835e-02 1.85139251e-02 1.81118594e-02 1.76895492e-02 1.72470845e-02 1.67845852e-02 1.63022047e-02 1.58001333e-02 1.52786009e-02 1.47378810e-02 1.41782929e-02 1.36002054e-02 1.30040389e-02 1.23902680e-02 1.17594234e-02 1.11120941e-02 1.04489276e-02 9.77063179e-03 9.07797408e-03 8.37178159e-03 7.65293987e-03 6.92239115e-03 6.18113203e-03 5.43021035e-03 4.67072154e-03 3.90380420e-03 3.13063522e-03 2.35242425e-03 1.57040778e-03 7.85842765e-04 0.00000000e+00 7.93118589e-04 1.58496800e-03 2.37428602e-03 3.15982429e-03 3.94035498e-03 4.71467709e-03 5.48162247e-03 6.24006132e-03 6.98890708e-03 7.72712085e-03 8.45371509e-03 9.16775671e-03 9.86836944e-03 1.05547356e-02 1.12260971e-02 1.18817560e-02 1.25210744e-02 1.31434734e-02 1.37484324e-02 1.43354871e-02 1.49042276e-02 1.54542959e-02 1.59853834e-02 1.64972278e-02 1.69896105e-02 1.74623526e-02 1.79153125e-02 1.83483821e-02 1.87614835e-02 1.91545662e-02 1.95276034e-02 1.98805892e-02 2.02135354e-02 2.05264689e-02 2.08194290e-02 2.10924646e-02 2.13456317e-02 2.15789919e-02 2.17926093e-02 2.19865496e-02 2.21608776e-02 2.23156561e-02 2.24509443e-02 2.25667966e-02 2.26632618e-02 2.27403817e-02 2.27981907e-02 2.28367152e-02 2.28559730e-02 2.28559730e-02
 2.79244951e-02 2.79244951e-02 2.78997674e-02 2.78503017e-02 2.77760780e-02 2.76770663e-02 2.75532279e-02 2.74045159e-02 2.72308762e-02 2.70322486e-02 2.68085686e-02 2.65597689e-02 2.62857811e-02 2.59865381e-02 2.56619759e-02 2.53120370e-02 2.49366721e-02 2.45358441e-02 2.41095304e-02 2.36577270e-02 2.31804514e-02 2.26777471e-02 2.21496867e-02 2.15963766e-02 2.10179605e-02 2.04146243e-02 1.97865994e-02 1.91341676e-02 1.84576649e-02 1.77574852e-02 1.70340846e-02 1.62879840e-02 1.55197729e-02 1.47301119e-02 1.39197347e-02 1.30894498e-02 1.22401414e-02 1.13727700e-02 1.04883713e-02 9.58805553e-03 8.67300503e-03 7.74447121e-03 6.80377085e-03 5.85228130e-03 4.89143504e-03 3.92271335e-03 2.94763938e-03 1.96777052e-03 9.84690319e-04 0.00000000e+00 9.93769013e-04 1.98593860e-03 2.97491826e-03 3.95913516e-03 4.93704268e-03 5.90712852e-03 6.86792229e-03 7.81800247e-03 8.75600278e-03 9.68061762e-03 1.05906068e-02 1.14847996e-02 1.23620972e-02 1.32214755e-02 1.40619862e-02 1.48827569e-02 1.56829915e-02 1.64619686e-02 1.72190404e-02 1.79536304e-02 1.86652305e-02 1.93533983e-02 2.00177532e-02 2.06579732e-02 2.12737907e-02 2.18649883e-02 2.24313951e-02 2.29728821e-02 2.34893580e-02 2.39807656e-02 2.44470771e-02 2.48882906e-02 2.53044265e-02 2.56955233e-02 2.60616349e-02 2.64028268e-02 2.67191735e-02 2.70107555e-02 2.72776568e-02 2.75199625e-02 2.77377566e-02 2.79311203e-02 2.81001298e-02 2.82448553e-02 2.83653592e-02 2.84616953e-02 2.85339078e-02 2.85820304e-02 2.86060860e-02 2.86060860e-02
 3.35638207e-02 3.35638207e-02 3.35341693e-02 3.34748539e-02 3.33858493e-02 3.32671185e-02 3.31186131e-02 3.29402745e-02 3.27320350e-02 3.24938195e-02 3.22255469e-02 3.19271321e-02 3.15984885e-02 3.12395304e-02 3.08501757e-02 3.04303490e-02 2.99799850e-02 2.94990318e-02 2.89874553e-02 2.84452425e-02 2.78724065e-02 2.72689908e-02 2.66350740e-02 2.59707745e-02 2.52762561e-02 2.45517324e-02 2.37974723e-02 2.30138052e-02 2.22011257e-02 2.13598986e-02 2.04906636e-02 1.95940394e-02 1.86707278e-02 1.77215166e-02 1.67472831e-02 1.57489954e-02 1.47277142e-02 1.36845930e-02 1.26208780e-02 1.15379060e-02 1.04371022e-02 9.31997695e-03 8.18812053e-03 7.04319778e-03 5.88694130e-03 4.72114377e-03 3.54764940e-03 2.36834460e-03 1.18514799e-03 0.00000000e+00 1.19601886e-03 2.39009914e-03 3.58031325e-03 4.76475539e-03 5.94155207e-03 7.10887204e-03 8.26493568e-03 9.40802351e-03 1.05364839e-02 1.16487400e-02 1.27432951e-02 1.38187375e-02 1.48737442e-02 1.59070832e-02 1.69176152e-02 1.79042940e-02 1.88661660e-02 1.98023690e-02 2.07121303e-02 2.15947636e-02 2.24496659e-02 2.32763135e-02 2.40742579e-02 2.48431211e-02 2.55825907e-02 2.62924149e-02 2.69723976e-02 2.76223931e-02 2.82423009e-02 2.88320610e-02 2.93916486e-02 2.99210698e-02 3.04203567e-02 3.08895630e-02 3.13287605e-02 3.17380343e-02 3.21174799e-02 3.24671998e-02 3.27872998e-02 3.30778869e-02 3.33390661e-02 3.35709387e-02 3.37735994e-02 3.39471355e-02 3.40916243e-02 3.42071325e-02 3.42937147e-02 3.43514127e-02 3.43802546e-02 3.43802546e-02
 3.92327976e-02 3.92327976e-02 3.91982353e-02 3.91290953e-02 3.90253469e-02 3.88869453e-02 3.87138314e-02 3.85059338e-02 3.82631700e-02 3.79854477e-02 3.76726673e-02 3.73247240e-02 3.69415104e-02 3.65229193e-02 3.60688475e-02 3.55791984e-02 3.50538870e-02 3.44928430e-02 3.38960163e-02 3.32633811e-02 3.25949413e-02 3.18907357e-02 3.11508438e-02 3.03753915e-02 2.95645570e-02 2.87185769e-02 2.78377524e-02 2.69224553e-02 2.59731341e-02 2.49903199e-02 2.39746319e-02 2.29267824e-02 2.18475822e-02 2.07379438e-02 1.95988856e-02 1.84315344e-02 1.72371268e-02 1.60170101e-02 1.47726418e-02 1.35055881e-02 1.22175209e-02 1.09102139e-02 9.58553654e-03 8.24544798e-03 6.89198860e-03 5.52727103e-03 4.15346986e-03 2.77281047e-03 1.38755705e-03 0.00000000e+00 1.40020729e-03 2.79812585e-03 4.19148020e-03 5.57802109e-03 6.95553816e-03 8.32187190e-03 9.67492487e-03 1.10126719e-02 1.23331695e-02 1.36345634e-02 1.49150960e-02 1.61731112e-02 1.74070589e-02 1.86154979e-02 1.97970975e-02 2.09506379e-02 2.20750094e-02 2.31692113e-02 2.42323482e-02 2.52636278e-02 2.62623559e-02 2.72279320e-02 2.81598439e-02 2.90576626e-02 2.99210360e-02 3.07496830e-02 3.15433873e-02 3.23019917e-02 3.30253915e-02 3.37135288e-02 3.43663866e-02 3.49839833e-02 3.55663673e-02 3.61136116e-02 3.66258096e-02 3.71030699e-02 3.75455122e-02 3.79532640e-02 3.83264559e-02 3.86652191e-02 3.89696824e-02 3.92399688e-02 3.94761938e-02 3.96784629e-02 3.98468701e-02 3.99814957e-02 4.00824060e-02 4.01496510e-02 4.01832650e-02 4.01832650e-02
 4.49363369e-02 4.49363369e-02 4.48968791e-02 4.48179449e-02 4.46994979e-02 4.45414842e-02 4.43438333e-02 4.41064595e-02 4.38292634e-02 4.35121339e-02 4.31549506e-02 4.27575862e-02 4.23199096e-02 4.18417891e-02 4.13230964e-02 4.07637103e-02 4.01635214e-02 3.95224370e-02 3.88403860e-02 3.81173244e-02 3.73532418e-02 3.65481668e-02 3.57021741e-02 3.48153907e-02 3.38880035e-02 3.29202658e-02 3.19125050e-02 3.08651294e-02 2.97786355e-02 2.86536151e-02 2.74907615e-02 2.62908763e-02 2.50548746e-02 2.37837906e-02 2.24787813e-02 2.11411300e-02 1.97722486e-02 1.83736786e-02 1.69470909e-02 1.54942836e-02 1.40171795e-02 1.25178210e-02 1.09983638e-02 9.46106900e-03 7.90829410e-03 6.34248189e-03 4.76614854e-03 3.18187038e-03 1.59226973e-03 0.00000000e+00 1.60668445e-03 3.21071679e-03 4.80946060e-03 6.40031061e-03 7.98070758e-03 9.54815254e-03 1.11002200e-02 1.26345699e-02 1.41489586e-02 1.56412482e-02 1.71094143e-02 1.85515523e-02 1.99658822e-02 2.13507520e-02 2.27046390e-02 2.40261505e-02 2.53140227e-02 2.65671183e-02 2.77844235e-02 2.89650436e-02 3.01081980e-02 3.12132145e-02 3.22795231e-02 3.33066495e-02 3.42942078e-02 3.52418936e-02 3.61494770e-02 3.70167950e-02 3.78437447e-02 3.86302761e-02 3.93763857e-02 4.00821096e-02 4.07475175e-02 4.13727066e-02 4.19577965e-02 4.25029233e-02 4.30082352e-02 4.34738879e-02 4.39000405e-02 4.42868514e-02 4.46344755e-02 4.49430603e-02 4.52127439e-02 4.54436524e-02 4.56358973e-02 4.57895745e-02 4.59047623e-02 4.59815205e-02 4.60198894e-02 4.60198894e-02
 5.06793341e-02 5.06793341e-02 5.06349991e-02 5.05463073e-02 5.04132157e-02 5.02356604e-02 5.00135582e-02 4.97468074e-02 4.94352901e-02 4.90788740e-02 4.86774151e-02 4.82307607e-02 4.77387527e-02 4.72012312e-02 4.66180387e-02 4.59890249e-02 4.53140515e-02 4.45929976e-02 4.38257660e-02 4.30122888e-02 4.21525347e-02 4.12465158e-02 4.02942949e-02 3.92959937e-02 3.82518003e-02 3.71619778e-02 3.60268724e-02 3.48469217e-02 3.36226635e-02 3.23547433e-02 3.10439227e-02 2.96910865e-02 2.82972495e-02 2.68635628e-02 2.53913189e-02 2.38819555e-02 2.23370589e-02 2.07583650e-02 1.91477595e-02 1.75072760e-02 1.58390926e-02 1.41455270e-02 1.24290285e-02 1.06921702e-02 8.93763691e-03 7.16821389e-03 5.38677204e-03 3.59625279e-03 1.79965150e-03 0.00000000e+00 1.81581372e-03 3.62859624e-03 5.43533481e-03 7.23305316e-03 9.01882902e-03 1.07898107e-02 1.25432326e-02 1.42764290e-02 1.59868469e-02 1.76720566e-02 1.93297607e-02 2.09578014e-02 2.25541657e-02 2.41169888e-02 2.56445559e-02 2.71353025e-02 2.85878125e-02 3.00008158e-02 3.13731839e-02 3.27039251e-02 3.39921779e-02 3.52372049e-02 3.64383846e-02 3.75952045e-02 3.87072520e-02 3.97742067e-02 4.07958321e-02 4.17719666e-02 4.27025160e-02 4.35874453e-02 4.44267705e-02 4.52205519e-02 4.59688864e-02 4.66719010e-02 4.73297465e-02 4.79425916e-02 4.85106173e-02 4.90340121e-02 4.95129667e-02 4.99476707e-02 5.03383077e-02 5.06850530e-02 5.09880694e-02 5.12475053e-02 5.14634922e-02 5.16361425e-02 5.17655482e-02 5.18517792e-02 5.18948828e-02 5.18948828e-02
